chinese_name,english_name,monster_id,source,size,swarm,swarm_size,type,sub_type,alignment,ac,hp,speed,initiative,strength,dexterity,constitution,intelligence,wisdom,charisma,skills,damage_vulnerabilities,damage_resistances,damage_immunities,equipment,senses,languages,challenge_rating,proficiencies,sections
大地精长官,Hobgoblin Captain,MM25_Prof2_CR3_hobgoblin_captain,MM25,['中型'],False,,妖精,类地精,守序邪恶,17,58（9d8+18）,30尺,+4（14）,"{'scores': '15', 'mod': '+2', 'save': '+2'}","{'scores': '14', 'mod': '+2', 'save': '+2'}","{'scores': '14', 'mod': '+2', 'save': '+2'}","{'scores': '12', 'mod': '+1', 'save': '+1'}","{'scores': '10', 'mod': '+0', 'save': '+0'}","{'scores': '13', 'mod': '+1', 'save': '+1'}",,,,,,黑暗视觉60尺；被动察觉10,通用语，地精语,3,+2,"[{'title': '特质Traits', 'content': '<p>\n<strong> 威权灵光Aura of Authority。</strong>只要大地精未陷入<u>失能</u>状态，则其与其身处源自大地精的10尺<u>光环</u>区域内的盟友进行攻击检定与豁免时具有优势。\n</p>'}, {'title': '动作Actions', 'content': '<p>\n<strong> 多重攻击Multiattack。</strong>大地精使用巨剑或长弓发动共计两次攻击。<br/>\n<strong> 巨剑Greatsword。</strong><em>近战攻击检定：</em>+4，触及5尺。\n<em>命中：</em>9（2d6+2）挥砍伤害外加3（1d6）毒素伤害。<br/>\n<strong> 长弓Longbow。</strong><em>远程攻击检定：</em>+4，射程150/600尺。\n<em>命中：</em>6（1d8+2）穿刺伤害外加5（2d4）毒素伤害。\n</p>'}]"
座狼,Worg,MM25_Prof2_CR1_2_worg,MM25,['大型'],False,,妖精,,中立邪恶,13,26（4d10+4）,50尺,+1（11）,"{'scores': '16', 'mod': '+3', 'save': '+3'}","{'scores': '13', 'mod': '+1', 'save': '+1'}","{'scores': '13', 'mod': '+1', 'save': '+1'}","{'scores': '7', 'mod': '-2', 'save': '-2'}","{'scores': '11', 'mod': '+0', 'save': '+0'}","{'scores': '8', 'mod': '-1', 'save': '-1'}",察觉+4,,,,,黑暗视觉60尺；被动察觉14,地精语，座狼语,1/2,+2,"[{'title': '动作Actions', 'content': '<p>\n<strong>啃咬Bite。</strong><em>近战攻击检定：</em>+5，触及5尺。<em>命中：</em>7（1d8+3）穿刺伤害，并且在座狼的下个回合开始前，对目标进行的下次攻击检定具有优势。\n</p>'}]"
恐座狼,Dire Worg,MM25_Prof4_CR10_dire_worg,MM25,['巨型'],False,,妖精,,中立邪恶,16,147（14d12+56）,50尺,+2（12）,"{'scores': '22', 'mod': '+6', 'save': '+6'}","{'scores': '14', 'mod': '+2', 'save': '+6'}","{'scores': '18', 'mod': '+4', 'save': '+4'}","{'scores': '7', 'mod': '-2', 'save': '-2'}","{'scores': '16', 'mod': '+3', 'save': '+7'}","{'scores': '8', 'mod': '-1', 'save': '-1'}",察觉+11,,,,,黑暗视觉120尺；被动察觉21,地精语，木族语，座狼语,10,+4,"[{'title': '特质Traits', 'content': '<p>\n<strong>魔法抗性Magic Resistance。</strong>座狼对抗法术和其他魔法效应时进行的豁免检定具有优势。<br/>\n</p>'}, {'title': '动作Actions', 'content': '<p>\n<strong>多重攻击Multiattack。</strong>座狼发动三次啃咬攻击。<br/>\n<strong>啃咬Bite。</strong><em>近战攻击检定：</em>+10，触及5尺。<em>命中：</em>15（2d8+6）穿刺伤害外加7（2d6）毒素伤害，并且目标陷入<u>中毒</u>状态，持续至座狼的下个回合开始。<u>中毒</u>期间，目标无法恢复生命值。<br/>\n<strong>恐惧嚎叫Dreadful Howl（充能5~6）。</strong><em>感知豁免检定：</em>DC16，30尺内非座狼的每名生物。<em>失败：</em>36（8d8）心灵伤害，并且目标陷入<u>恐慌</u>状态，持续至座狼的下个回合开始。<em>成功：</em>仅半伤。\n</p>'}, {'title': '附赠动作Bonus Actions', 'content': '<p>\n<strong>扭曲步Warp Step。</strong>座狼，连同一名其选择的位于其5尺内的自愿生物，传送至多30尺至一处其可见的未占据空间。\n</p>'}]"
熊地精武者,Bugbear Warrior,MM25_Prof2_CR1_bugbear_warrior,MM25,['中型'],False,,妖精,类地精,混乱邪恶,14,33（6d8+6）,30尺,+2（12）,"{'scores': '15', 'mod': '+2', 'save': '+2'}","{'scores': '14', 'mod': '+2', 'save': '+2'}","{'scores': '13', 'mod': '+1', 'save': '+1'}","{'scores': '8', 'mod': '-1', 'save': '-1'}","{'scores': '11', 'mod': '+0', 'save': '+0'}","{'scores': '9', 'mod': '-1', 'save': '-1'}",隐匿+6，求生+2,,,,,黑暗视觉60尺；被动察觉10,通用语，地精语,1,+2,"[{'title': '特质Traits', 'content': '<p>\n<strong>劫持Abduct。</strong>熊地精移动一名正被其擒抱的生物时无需额外消耗移动力。\n</p>'}, {'title': '动作Actions', 'content': '<p>\n<strong>擒拿Grab。</strong><em>近战攻击检定：</em>+4，触及10尺。<em>命中：</em>9（2d6+2）钝击伤害，若目标生物体型不超过中型，则其陷入<u>受擒</u>状态（逃脱DC12）。<br/>\n<strong>轻锤Light Hammer。</strong><em>近战或远程攻击检定：</em>+4（若目标因该熊地精而受擒则具有优势），触及10尺或射程20/60尺。<em>命中：</em>9（3d4+2）钝击伤害。\n</p>'}]"
熊地精追猎者,Bugbear Stalker,MM25_Prof2_CR3_bugbear_stalker,MM25,['中型'],False,,妖精,类地精,混乱邪恶,15,65（10d8+20）,30尺,+2（12）,"{'scores': '17', 'mod': '+3', 'save': '+3'}","{'scores': '14', 'mod': '+2', 'save': '+2'}","{'scores': '14', 'mod': '+2', 'save': '+4'}","{'scores': '11', 'mod': '+0', 'save': '+0'}","{'scores': '12', 'mod': '+1', 'save': '+3'}","{'scores': '11', 'mod': '+0', 'save': '+0'}",隐匿+6，求生+3,,,,,黑暗视觉60尺；被动察觉11,通用语，地精语,3,+2,"[{'title': '特质Traits', 'content': '<p><strong>劫持Abduct。</strong>熊地精移动一名正被其擒抱的生物时无需额外消耗移动力。\n</p>'}, {'title': '动作Actions', 'content': '<p>\n<strong>多重攻击Multiattack。</strong>熊地精使用标枪或钉头锤发动共计两次攻击。<br/>\n<strong>标枪Javelin。</strong><em>近战或远程攻击检定：</em>+5，触及10尺或射程30/120尺。<em>命中：</em>13（3d6+3）穿刺伤害。<br/>\n<strong>钉头锤Morningstar。</strong><em>近战攻击检定：</em>+5（若目标因该熊地精而受擒则具有优势），触及10尺。<em>命中：</em>12（2d8+3）穿刺伤害。<br/>\n</p>'}, {'title': '附赠动作Bonus Actions', 'content': '<p>\n<strong>快速擒抱Quick Grapple。</strong><em>敏捷豁免检定：</em>DC13，单一10尺内体型不超过中型且熊地精可见的生物。<em>失败：</em>目标陷入<u>受擒</u>状态（逃脱DC13）。\n</p>'}]"
皮克妙妙精,Pixie Wonderbringer,MM25_Prof3_CR5_pixie_wonderbringer,MM25,['微型'],False,,妖精,,中立善良,15,60（24d4）,10尺、飞行30尺,+5（15）,"{'scores': '2', 'mod': '-4', 'save': '-4'}","{'scores': '20', 'mod': '+5', 'save': '+5'}","{'scores': '10', 'mod': '+0', 'save': '+0'}","{'scores': '11', 'mod': '+0', 'save': '+0'}","{'scores': '14', 'mod': '+2', 'save': '+2'}","{'scores': '18', 'mod': '+4', 'save': '+4'}",奥秘+3、察觉+5、隐匿+8,,,,,被动察觉15,通用语，精灵语，木族语,5,+3,"[{'title': '特质Traits', 'content': '<p>\n<strong>魔法抗性Magic Resistance。</strong>皮克精对抗法术和其他魔法效应时进行的豁免检定具有优势。\n</p>'}, {'title': '动作Actions', 'content': '<p>\n<strong>多重攻击Multiattack。</strong>皮克精发动两次妖精尘攻击。<br/>\n<strong>妖精尘Faerie Dust。</strong><em>近战或远程攻击检定：</em>+7，触及5尺或射程60尺。\n<em>命中：</em>15（2d10+4）光耀伤害，且目标陷入<u>魅惑</u>或<u>中毒</u>状态（由皮克精选择），持续至皮克精的下个回合开始。<br/>\n<strong>施法Spellcasting。</strong>皮克精施展以下一道法术，无需材料成分并使用魅力作为施法属性（法术豁免DC15）：<br/>\n<strong><em>随意：</em></strong><u><i>舞光术Dancing Lights、德鲁伊伎俩Druidcraft、隐形术Invisibility</i></u>（仅自身）<br/>\n<strong><em>每项1/日：</em></strong><u><i>侦测思想Detect Thoughts、飞行术Fly、高级幻影Major Image</i></u>\n</p>'}, {'title': '附赠动作Bonus Actions', 'content': ""<p>\n<strong>奇妙尘爆Burst of Wonder（充能5~6）。</strong>皮克精施展<u><em>纠缠术Entangle</em></u>、<u><em>变形术Polymorph</em></u>或<u><em>塔莎狂笑术Tasha's \nHideous Laughter</em></u>，无需材料成分并使用与施法动作相同的施法属性。\n</p>""}]"
皮克精,Pixie,MM25_Prof2_CR1_4_pixie,MM25,['微型'],False,,妖精,,中立善良,15,9（6d4-6）,10尺、飞行30尺,+5（15）,"{'scores': '2', 'mod': '-4', 'save': '-4'}","{'scores': '20', 'mod': '+5', 'save': '+5'}","{'scores': '8', 'mod': '-1', 'save': '-1'}","{'scores': '10', 'mod': '+0', 'save': '+0'}","{'scores': '14', 'mod': '+2', 'save': '+2'}","{'scores': '15', 'mod': '+2', 'save': '+2'}",察觉+4、隐匿+7,,,,,被动察觉14,木族语,1/4,+2,"[{'title': '特质Traits', 'content': '<p>\n<strong>魔法抗性Magic Resistance。</strong>皮克精对抗法术和其他魔法效应时进行的豁免检定具有优势。\n</p>'}, {'title': '动作Actions', 'content': '<p>\n<strong>妖精尘Faerie Dust。</strong><em>近战或远程攻击检定：</em>+4，触及5尺或射程60尺。\n<em>命中：</em>1光耀伤害，且目标陷入<u>魅惑</u>或<u>中毒</u>状态（由皮克精选择），持续至皮克精的下个回合开始。 <br/>\n<strong>施法Spellcasting。</strong>皮克精施展以下一道法术，无需材料成分并使用魅力作为施法属性（法术豁免DC12）：<br/>\n<strong><em>随意：</em></strong><u><i>舞光术Dancing Lights、德鲁伊伎俩Druidcraft、隐形术Invisibility</i></u>（仅自身）<br/>\n<strong><em>每项1/日：</em></strong><u><i>侦测思想Detect Thoughts、飞行术Fly、睡眠术Sleep</i></u>\n</p>'}]"
巨魔,Troll,MM25_Prof3_CR5_troll,MM25,['大型'],False,,巨人,,混乱邪恶,15,94（9d10+45）,30尺,+1（11）,"{'scores': '18', 'mod': '+4', 'save': '+4'}","{'scores': '13', 'mod': '+1', 'save': '+1'}","{'scores': '20', 'mod': '+5', 'save': '+5'}","{'scores': '7', 'mod': '-2', 'save': '-2'}","{'scores': '9', 'mod': '-1', 'save': '-1'}","{'scores': '7', 'mod': '-2', 'save': '-2'}",察觉+5,,,,,黑暗视觉60尺；被动察觉15,巨人语,5,+3,"[{'title': '特质Traits', 'content': '<p>\n<strong>扰人断肢Loathsome Limbs（4/日）。</strong>若巨魔在任意回合结束时<u>浴血</u>，并且曾在此回合中受到15+挥砍伤害，巨魔的其中一条肢体会被切断，落到巨魔所在的空间中，成为一条<strong><u>巨魔断肢Troll \nLimb</u></strong> 。断肢在巨魔的回合结束后立即行动。巨魔每有一条失去的肢体，其便获得1级<u>力竭</u>，巨魔会在下次恢复生命值时长出失去的肢体。<br/>\n<strong>再生Regeneration。</strong>巨魔在其回合开始时恢复15生命值。若巨魔受到强酸或火焰伤害，则该特质在其下个回合开始时无法生效。巨魔只有以0生命值开始其回合且无法再生时，才会死亡。 \n</p>'}, {'title': '动作Actions', 'content': '<p>\n<strong>多重攻击Multiattack。</strong>巨魔发动三次撕裂攻击。<br/>\n<strong>撕裂Rend。</strong><em>近战攻击检定：</em>+7，触及10尺。<em>命中：</em>11（2d6+4）挥砍伤害。<br/>\n</p>'}, {'title': '附赠动作Bonus Actions', 'content': '<p>\n<strong>冲锋Charge。</strong>巨魔向一名其可见的敌人直线移动至多等于其速度一半的距离。\n</p>'}]"
巨魔断肢,Troll Limb,MM25_Prof2_CR1_2_troll_limb,MM25,['小型'],False,,巨人,,混乱邪恶,13,14（4d6）,20尺,+1（11）,"{'scores': '18', 'mod': '+4', 'save': '+4'}","{'scores': '12', 'mod': '+1', 'save': '+1'}","{'scores': '10', 'mod': '+0', 'save': '+0'}","{'scores': '1', 'mod': '-5', 'save': '-5'}","{'scores': '9', 'mod': '-1', 'save': '-1'}","{'scores': '1', 'mod': '-5', 'save': '-5'}",,,,,,黑暗视觉60尺；被动察觉9,无,1/2,+2,"[{'title': '特质Traits', 'content': '<p><strong>再生Regeneration。</strong>断肢在其回合开始时恢复15生命值。若断肢受到强酸或火焰伤害，则该特质在其下个回合开始时无法生效。断肢只有以0生命值开始其回合且无法再生时，才会死亡。<br/><strong>巨魔孽生Troll \nSpawn。</strong>断肢不可思议地有着如同整只巨魔的感官。若断肢未在24小时内被摧毁，掷1d12。骰值为12时，断肢长成一头<strong><u>巨魔Troll</u></strong>。否则，断肢萎缩死去。\n</p>'}, {'title': '动作Actions', 'content': '<p>\n<strong>撕裂Rend。</strong><em>近战攻击检定：</em>+6，触及5尺。<em>命中：</em>9（2d4+4）挥砍伤害。\n</p>'}]"
云巨人,Cloud Giant,MM25_Prof4_CR9_cloud_giant,MM25,['巨型'],False,,巨人,,中立,14,200 （16d12 + 96）,40尺，飞行20尺（悬浮）,+4（14）,"{'scores': '27', 'mod': '+8', 'save': '+8'}","{'scores': '10', 'mod': '+0', 'save': '+0'}","{'scores': '22', 'mod': '+6', 'save': '+10'}","{'scores': '12', 'mod': '+1', 'save': '+1'}","{'scores': '16', 'mod': '+3', 'save': '+7'}","{'scores': '16', 'mod': '+3', 'save': '+3'}",洞悉+7，察觉+11,,,,,被动察觉21,通用语，巨人语,9,+4,"[{'title': '动作Actions', 'content': '<p>\n<strong>多重攻击Multiattack。</strong>云巨人使用雷鸣重锤或雷云发动共计两次攻击。其可以将其中一次攻击替换为使用施法施展<u><em>云雾术Fog Cloud。<br/></em></u>\n<strong>雷鸣重锤Thunderous Mace。</strong><em>近战攻击检定：</em>+12，触及10尺。<em>命中：</em>21（3d8 + 8）钝击伤害外加7（2d6）雷鸣伤害。<br/>\n<strong>雷云Thundercloud。</strong><em>远程攻击检定：</em>+12，射程240尺。<em>命中：</em>18（3d6 + 8）雷鸣伤害，且目标陷入<u>失能</u>状态直至其下个回合结束。<br/>\n<strong>施法Spellcasting。</strong>云巨人施展以下一道法术，无需材料成分并使用魅力作为施法属性（法术豁免DC15）：<br/>\n<strong><em>随意：</em></strong><u><i>   侦测魔法Detect Magic</i></u>，<u><em>云雾术Fog \nCloud</em><font color=""#000000"">，</font><em>光亮术Light</em></u><br/><em><strong>1/日：</strong></em><u><em>操控天气Control Weather</em><font color=""#000000"">，</font><em>气化形体Gaseous Form</em><font color=""#000000"">，</font><em>心灵遥控Telekinesis</em></u>\n</p>'}, {'title': '附赠动作Bonus Actions', 'content': '<p>\n<strong>迷踪步Misty Step。</strong>云巨人施展<u><em>迷踪步Misty \nStep</em></u>，使用与施法动作相同的施法属性。\n</p>'}]"
山丘巨人,Hill Giant,MM25_Prof3_CR5_hill_giant,MM25,['巨型'],False,,巨人,,混乱邪恶,13,105 （10d12 + 40）,40尺,+2（12）,"{'scores': '21', 'mod': '+5', 'save': '+5'}","{'scores': '8', 'mod': '-1', 'save': '-1'}","{'scores': '19', 'mod': '+4', 'save': '+4'}","{'scores': '5', 'mod': '-3', 'save': '-3'}","{'scores': '9', 'mod': '-1', 'save': '-1'}","{'scores': '6', 'mod': '-2', 'save': '-2'}",察觉+2,,,,,被动察觉12,巨人语,5,+3,"[{'title': '动作Actions', 'content': '<p>\n<strong>多重攻击Multiattack。</strong>山丘巨人使用树棍或投掷垃圾发动共计两次攻击。<br/>\n<strong>树棍Tree Club。</strong><em>近战攻击检定：</em>+8，触及10尺。<em>命中：</em>18（3d8 + 5）钝击伤害。若目标生物体型不超过大型，则其陷入<u>倒地</u>状态。<br/>\n<strong>投掷垃圾Trash Lob。</strong><em>远程攻击检定：</em>+8，射程：60/240 尺。<em>命中：</em>16（2d10 + 5）钝击伤害，目标陷入<u>中毒</u>状态直至其下个回合结束。\n</p>'}]"
火巨人,Fire Giant,MM25_Prof4_CR9_fire_giant,MM25,['巨型'],False,,巨人,,守序邪恶,18,162 （13d12 + 78）,30尺,+3（13）,"{'scores': '25', 'mod': '+7', 'save': '+7'}","{'scores': '9', 'mod': '-1', 'save': '+3'}","{'scores': '23', 'mod': '+6', 'save': '+10'}","{'scores': '10', 'mod': '+0', 'save': '+0'}","{'scores': '14', 'mod': '+2', 'save': '+2'}","{'scores': '13', 'mod': '+1', 'save': '+5'}",运动+11，察觉+6,,,火焰,,被动察觉16,巨人语,9,+4,"[{'title': '动作Actions', 'content': '<p>\n<strong>多重攻击Multiattack。</strong>火巨人使用火焰之剑或投掷炎锤发动共计两次攻击。<br/>\n<strong>火焰之剑Flame Sword。</strong><em>近战攻击检定：</em>+11，触及10尺。<em>命中：</em>21（4d6+7）挥砍伤害外加10（3d6）火焰伤害。<br/>\n<strong>投掷炎锤Hammer Throw。</strong><em>远程攻击检定：</em>+11，射程60/240尺。<em>命中：</em>23（3d10+7）钝击伤害外加4（1d8）火焰伤害，目标被火巨人直线推离至多15尺。目标下个回合结束前进行的下次攻击检定具有劣势。\n</p>'}]"
石巨人,Stone Giant,MM25_Prof3_CR7_stone_giant,MM25,['巨型'],False,,巨人,,中立,17,126 （11d12 + 55）,40尺,+5（15）,"{'scores': '23', 'mod': '+6', 'save': '+6'}","{'scores': '15', 'mod': '+2', 'save': '+5'}","{'scores': '20', 'mod': '+5', 'save': '+8'}","{'scores': '10', 'mod': '+0', 'save': '+0'}","{'scores': '12', 'mod': '+1', 'save': '+4'}","{'scores': '9', 'mod': '-1', 'save': '-1'}",运动+12，察觉+4，隐匿+5,,,,,黑暗视觉60尺；被动察觉14,巨人语,7,+3,"[{'title': '动作Actions', 'content': '<p>\n<strong>多重攻击Multiattack。</strong>石巨人使用石棒或投石发动共计两次攻击。<br/>\n<strong>石棒Stone Club。</strong><em>近战攻击检定：</em>+9，触及15尺。<em>命中：</em>22 （3d10 + 6）钝击伤害。<br/>\n<strong>投石Boulder。</strong><em>远程攻击检定：</em>+9，射程：60/240 尺。<em>命中：</em>15 （2d8 + 6）钝击伤害，若目标生物体型不超过大型，则其陷入<u>倒地</u>状态。\n</p>'}, {'title': '反应Reactions', 'content': '<p>\n<strong>偏转飞弹Deflect Missile（充能5–6） 。</strong><em>触发：</em>石巨人因远程攻击检定被命中，并因此受到钝击、穿刺或挥砍伤害时。<em>响应：</em>石巨人受到的此次攻击的伤害减少11（1d10 \n+ 6）。若该伤害因此降至0，石巨人可以重定向此次攻击的部分力量。<em>敏捷豁免检定：</em>   DC17，单一60尺内石巨人可见的生物。<em>失败：</em>11（1d10 + 6）力场伤害。\n</p>'}]"
霜巨人,Frost Giant,MM25_Prof3_CR8_frost_giant,MM25,['巨型'],False,,巨人,,中立邪恶,15,149 （13d12 + 65）,40尺,+2（12）,"{'scores': '23', 'mod': '+6', 'save': '+6'}","{'scores': '9', 'mod': '-1', 'save': '-1'}","{'scores': '21', 'mod': '+5', 'save': '+8'}","{'scores': '9', 'mod': '-1', 'save': '-1'}","{'scores': '10', 'mod': '+0', 'save': '+3'}","{'scores': '12', 'mod': '+1', 'save': '+4'}",运动+9，察觉+3,,,寒冷,,被动察觉13,巨人语,8,+3,"[{'title': '动作Actions', 'content': '<p>\n<strong>多重攻击Multiattack。</strong>霜巨人使用寒霜之斧或巨弓发动共计两次攻击。<br/>\n<strong>寒霜之斧Frost Axe。</strong><em>近战攻击检定：</em>+9，触及10尺。<em>命中：</em>19（2d12 + 6）挥砍伤害外加9（2d8）寒冷伤害。<br/>\n<strong>巨弓Great Bow。</strong><em>远程攻击检定：</em>+9，射程150/600尺。<em>命中：</em>17（2d10 + \n6）穿刺伤害外加7（2d6）寒冷伤害，且目标的速度降低10尺直至其下个回合结束。\n</p>'}, {'title': '附赠动作Bonus Actions', 'content': '<p>\n<strong>战吼War Cry（充能5~6）。</strong>霜巨人或其选择的一名可以看见或听见其的生物获得16（2d10 + \n5）临时生命值，且目标进行攻击检定时具有优势，直至霜巨人的下个回合开始。\n</p>'}]"
